visitor,Opponent,Date,game_id,season,game_net_rating,win_percent_diff,games_played,net_rating_diff,score_diff,wins_vis,loss_vis,hollow_wind60_cent,hollow_wind50_cent,hollow_wind40_cent,hollow_wind30_cent,hollow_wind20_cent,wind_10_center,wind_40_hollow,wind_35_hollow,wind_30_hollow,wind_25_hollow,wind_20_hollow,wind_15_hollow,wind_10_hollow_5,wind_5_hollow,wind_7_hollow,wind_10_hollow,wind_2,wind_5,wind_7,wind_10,wind_15,wind_20,wind_25,wind_30,wind_35,wind_40
Houston Rockets,Phoenix Suns,2015-01-23,21400650,2014-15,2,0.0835095137420718,44,4.5,2,30,14,103.6,-27.1,53.9,65,31.3,3.5,52.8,-72.9,30.9,10.2,7.2,4.30000000000001,26.7,-26.3,34.9,-8.2,-18.1,-44.4,-9.5,-17.7,-13.4,-6.19999999999999,4,34.9,-38,14.8
Indiana Pacers,Miami Heat,2015-01-23,21400644,2014-15,-3.2,-0.0876623376623377,45,3.2,-2,15,30,7.5,-70.6,107.7,70.8,63.8,3.59999999999999,9.30000000000001,7.39999999999998,2.9,25.2,67.2,17,35.7,-19.5,5.3,30.4,-20.9,-40.4,-35.1,-4.7,12.3,79.5,104.7,107.6,115,124.3
Los Angeles Lakers,San Antonio Spurs,2015-01-23,21400648,2014-15,-14.9,-0.334566596194503,44,-13.4,-14,12,32,-178.2,-127.8,-64.1,-49,-106.5,-133.8,-51.9,-129.7,-39.1,-85.3,12,-17.3,-44.4,-65.3,-1.89999999999999,-42.5,-16.9,-82.2,-84.1,-126.6,-143.9,-131.9,-217.2,-256.3,-386,-437.9
New Orleans Pelicans,Minnesota Timberwolves,2015-01-23,21400647,2014-15,9.8,0.329268292682927,43,9.9,8,22,21,52,146.1,75.2,48.4,11.6,138.3,10.9,122.1,22.8,50.8,45.9,34.9,77.2,-7.9,34.3,42.9,66,58.1,92.4,135.3,170.2,216.1,266.9,289.7,411.8,422.7
Oklahoma City Thunder,Atlanta Hawks,2015-01-23,21400642,2014-15,-11.7,-0.290143964562569,43,-3.8,-10,22,21,-68.1,-14.1000000000001,-21.8,64.7,-60.6,-84.2,-62.8,14.5,-60.1,-24.5,-2,27.6,-103.3,-26.3,-67.7,-35.6,-18,-44.3,-112,-147.6,-120,-122,-146.5,-206.6,-192.1,-254.9
Orlando Magic,New York Knicks,2015-01-23,21400645,2014-15,-4.8,0.170542635658915,46,4.2,-7,15,31,45.0000000000001,33.8,20.9,109,92.8,-4.7,66.9,-10.8,-23.1,6.09999999999999,-8.40000000000001,48.4,43.1,76.3,5.40000000000001,37.7,-47.3,29,34.4,72.1,120.5,112.1,118.2,95.1,84.3,151.2
Sacramento Kings,Golden State Warriors,2015-01-23,21400651,2014-15,-23.4,-0.469047619047619,43,-13.6,-25,16,27,-162.3,-151,-129.6,-119,-134.8,-225.2,-46.1,-26.3,-71.4,-74.3,-34.4,-97.8,-78.7,-52.9,-21.6,-57.1,-61.3,-114.2,-135.8,-192.9,-290.7,-325.1,-399.4,-470.8,-497.1,-543.2
Toronto Raptors,Philadelphia 76ers,2015-01-23,21400641,2014-15,7.4,0.452380952380952,43,12.1,5,28,15,45.6,54.8,118.5,157.8,-0.899999999999991,120.6,136.4,173.4,56.2,39.5,93,151.1,-4.59999999999999,9.9,27.4,-32,40.9,50.8,78.2,46.2,197.3,290.3,329.8,386,559.4,695.8
Brooklyn Nets,Utah Jazz,2015-01-24,21400655,2014-15,-38.5,0.0697674418604651,44,-3.1,-35,18,26,51,-3.5,-68.5,-91.2,-92.6,30.6,39,-21.8,22.6,34.1,0.500000000000002,-25.1,-59.1,20.2,-2.4,-56.7,-24.2,-4,-6.4,-63.1,-88.2,-87.7,-53.6,-31,-52.8,-13.8
Detroit Pistons,Milwaukee Bucks,2015-01-24,21400653,2014-15,-15.3,-0.104651162790698,44,-1.7,-15,17,27,7.3,5.8,-28.4,83.1,-42.8,-45.8,4.49999999999999,-32.3,-50.7,-12.7,-31.3,64.8,-24.6,-15.6,-8.3,-16.3,2.8,-12.8,-21.1,-37.4,27.4,-3.90000000000001,-16.6,-67.3,-99.6,-95.1
New York Knicks,Charlotte Hornets,2015-01-24,21400652,2014-15,-6.5,-0.227272727272727,45,-6.7,-5,8,37,-85.4,-26,-123.9,-122.8,-187.2,-48.4,-36.2,62.9,23.1,-0.5,-105.1,-3.29999999999998,-146.9,-68.9,-70.4,-76.5,48.7,-20.2,-90.6,-167.1,-170.4,-275.5,-276,-252.9,-190,-226.2
Philadelphia 76ers,Memphis Grizzlies,2015-01-24,21400654,2014-15,-16.2,-0.528239202657807,44,-12.5,-18,8,36,-102.2,-45.4,-65.5,-137.5,-51.5,-171.9,-124.8,-107.9,-83.5,-65.3,-38.2,-113.2,-34,-67.1,-36.2,2.19999999999999,-9.6,-76.7,-112.9,-110.7,-223.9,-262.1,-327.4,-410.9,-518.8,-643.6
Washington Wizards,Portland Trail Blazers,2015-01-24,21400656,2014-15,-7.1,-0.0301268498942918,44,-3.7,-7,29,15,-97.7,65.7,-42.9,-220.3,12.4,42,-47,-32.8,28.9,0.100000000000003,-36.7,-75.4,-33.7,10.2,-32.5,-1.2,40,50.2,17.7,16.5,-58.9,-95.6,-95.5,-66.6,-99.4,-146.4
Boston Celtics,Golden State Warriors,2015-01-25,21400665,2014-15,-1.8,-0.48780487804878,42,-9.6,-3,15,27,-188.5,-80.4,-62.1,-60.4,-119,-180.3,-55.6,-76.2,-88.9,-60.7,2.79999999999999,-64.5,-96,-95.8,-34.1,-61.9,-33.8,-129.6,-163.7,-225.6,-290.1,-287.3,-348,-436.9,-513.1,-568.7
Dallas Mavericks,New Orleans Pelicans,2015-01-25,21400660,2014-15,-0.6,0.170190274841438,45,2.4,-3,30,15,-10.1,-21.1,19.6,-16.3,75,18.4,-5.20000000000002,106.1,60.7,-22.3,47.5,22.2,-6,33.4,-25.2,19.2,-7.1,26.3,1.1,20.3,42.5,90,67.7,128.4,234.5,229.3
Detroit Pistons,Toronto Raptors,2015-01-25,21400664,2014-15,-4.3,-0.264799154334038,45,-4.2,-4,17,28,-73,-3.6,-133.5,150.7,-7.3,-15.3,-80.9,-121.9,-61.5,-29.6,-102.4,91.6,1,31.6,-27.4,28.4,-7.7,23.9,-3.5,24.9,116.5,14.1,-15.5,-77,-198.9,-279.8
Houston Rockets,Los Angeles Lakers,2015-01-25,21400667,2014-15,11.1,0.409090909090909,45,10.5,12,31,14,120.8,62.3,62.6,46.3,128,103.4,51.6,26.8,27.8,34.6,42,28.9,89.1,33.3,24.5,64.6,23.5,56.8,81.3,145.9,174.8,216.8,251.4,279.2,306,357.6
Indiana Pacers,Orlando Magic,2015-01-25,21400662,2014-15,6.2,0.00724637681159418,46,6.1,7,16,30,57.4,-31,100.9,139.5,35.4,64.1,-16.1,45.6,35.7,-36.8,43.9,58.7,9.60000000000001,3.5,-10.5,20.1,-6.5,-3,-13.5,6.60000000000001,65.3,109.2,72.4,108.1,153.7,137.6
Los Angeles Clippers,Phoenix Suns,2015-01-25,21400659,2014-15,21.7,0.096640826873385,44,8,20,30,14,233.7,24,16.1,68.2,47.8,68.5,5.10000000000004,-18.9,91.1,52.2,-11.5,-7.7,54.3,-26.8,23.2,31.1,44.1,17.3,40.5,71.6,63.9,52.4,104.6,195.7,176.8,181.9
Miami Heat,Chicago Bulls,2015-01-25,21400657,2014-15,11.9,-0.202583979328165,44,-6,12,20,24,-144,-107.8,-51.9,-0.800000000000001,-37,-92.1,-14.5,3.50000000000001,-62.7,-117.5,-80.5,-21.6,10.9,-5.1,31.2,-20.3,-30.3,-35.4,-4.2,-24.5,-46.1,-126.6,-244.1,-306.8,-303.3,-317.8
Milwaukee Bucks,San Antonio Spurs,2015-01-25,21400663,2014-15,-6.3,-0.110594315245478,44,-5.7,-6,22,22,-164.6,-120.9,-44,-35.1,42.5,25.3,-52.5,-102.5,-35,-18.8,19.4,44.1,22.6,-43.4,38,-15.4,26.2,-17.2,20.8,5.4,49.5,68.9,50.1,15.1,-87.4,-139.9
Minnesota Timberwolves,Atlanta Hawks,2015-01-25,21400661,2014-15,-13.6,-0.651515151515152,43,-15,-12,7,36,-206.9,-124.2,-147.6,-116,-101.4,-191.2,-30.1,-87.9,-152,-99.5,-78.3,-71.5,-112.9,-76.5,-39.3,-73.6,-66.4,-142.9,-182.2,-255.8,-327.3,-405.6,-505.1,-657.1,-745,-775.1
Oklahoma City Thunder,Cleveland Cavaliers,2015-01-25,21400658,2014-15,-11.9,-0.0338266384778012,44,-2.7,-10,22,22,-72.9,54.1,-47.7,52.6,50.6,-93.2,-84.6,-59,-30.9,84,-8.2,86,16.3,12.6,16.3,0,-61.7,-49.1,-32.8,-32.8,53.2,45,129,98.1,39.1,-45.5
Washington Wizards,Denver Nuggets,2015-01-25,21400666,2014-15,-0.2,0.240486257928118,45,3.9,2,30,15,12.3,51.5,46.8,33.8,-24.4,121.2,39,-42.6,45,70.4,42.2,-15.6,-58.4,82.6,-3.4,-55,1.7,84.3,80.9,25.9,10.3,52.5,122.9,167.9,125.3,164.3
Boston Celtics,Utah Jazz,2015-01-26,21400673,2014-15,11,-0.0064935064935065,43,0.2,9,16,27,27.6,35.1,-21.1,-91.6,-46.5,-30,23.6,8.50000000000001,46.9,33.7,1.1,-53.1,-3.8,1.3,16.7,-20.5,-39,-37.7,-21,-41.5,-94.6,-93.5,-59.8,-12.9,-4.39999999999999,19.2
Denver Nuggets,Los Angeles Clippers,2015-01-26,21400674,2014-15,-5.6,-0.272727272727273,45,-10.2,-4,18,27,-196.6,-49.2,-6.99999999999997,-161.3,-45.5,-192.8,-11.7,-2.70000000000002,-132.4,-31.6,-22.3,-49.6,-5.40000000000001,-70.1,9.2,-14.6,-61.9,-132,-122.8,-137.4,-187,-209.3,-240.9,-373.3,-376,-387.7
Minnesota Timberwolves,Oklahoma City Thunder,2015-01-26,21400672,2014-15,-9.1,-0.337209302325581,44,-11.2,-8,7,37,-122.5,-209.3,-119.6,-122,-63.7,-99.7,-75.6,-9.59999999999998,-91.1,-119.4,-68.9,-79.3,4.2,-80,-2,6.19999999999999,0.200000000000003,-79.8,-81.8,-75.6,-154.9,-223.8,-343.2,-434.3,-443.9,-519.5
Orlando Magic,Memphis Grizzlies,2015-01-26,21400670,2014-15,-8.4,-0.401781296387927,48,-9.4,-9,15,33,-51.3,-101.3,-85.6,6.99999999999999,-43.4,-200.1,-2.60000000000002,-131.6,-72.5,-49.2,-18.2,-7.7,-45.1,-47.7,-11,-34.1,-32.8,-80.5,-91.5,-125.6,-133.3,-151.5,-200.7,-273.2,-404.8,-407.4
Philadelphia 76ers,New Orleans Pelicans,2015-01-26,21400671,2014-15,-31,-0.340909090909091,45,-9.8,-25,8,37,-71,-47,-61.4,-185,23.7,-86.1,-129.7,-55.5,3.70000000000005,-71,-19.8,-122.9,-7.89999999999999,-74.2,5.2,-13.1,-34,-108.2,-103,-116.1,-239,-258.8,-329.8,-326.1,-381.6,-511.3
Chicago Bulls,Golden State Warriors,2015-01-27,21400679,2014-15,1.8,-0.226708074534161,47,-6.9,2,30,17,-56.4,-70.8,-53.9,-134.9,-34.3,-136.4,11.4,-102.9,-12.1,-34.4,43.4,-103.7,-57.1,-76.7,4.7,-61.8,-31.6,-108.3,-103.6,-165.4,-269.1,-225.7,-260.1,-272.2,-375.1,-363.7
Cleveland Cavaliers,Detroit Pistons,2015-01-27,21400676,2014-15,8.4,0.177777777777778,46,5.9,8,26,20,187.8,4.8,123.3,-57,-14.3,129.5,42.9,91.8,106.2,2,5.40000000000001,-114.6,-41.5,17.1,12.6,-54.1,71.3,88.4,101,46.9,-67.7,-62.3,-60.3,45.9,137.7,180.6
Memphis Grizzlies,Dallas Mavericks,2015-01-27,21400678,2014-15,22,0.0606060606060607,45,0.3,19,33,12,-4.70000000000002,57.3,-19,-105.3,37.1,15.1,-73.5,7.90000000000001,-2.00000000000001,48.4,-56.4,-65.6,42.9,-43.2,28.1,14.8,30.7,-12.5,15.6,30.4,-35.2,-91.6,-43.2,-45.2,-37.3,-110.8
Milwaukee Bucks,Miami Heat,2015-01-27,21400677,2014-15,7.7,0.0454545454545455,45,3.6,7,23,22,127.4,-12.6,-11.9,56.4,54.3,85.4,-15,-35.7,102.2,48.8,-6.7,100.2,50.2,10.4,21.6,28.6,-6.1,4.3,25.9,54.5,154.7,148,196.8,299,263.3,248.3
Toronto Raptors,Indiana Pacers,2015-01-27,21400675,2014-15,15.4,0.311264822134387,45,2.9,13,30,15,55.7,46.3,-5.60000000000001,-130.3,32,16.3,56.2,83.2,80.3,13.2,17.4,-28.5,22.2,37.1,4.9,17.3,8.7,45.8,50.7,68,39.5,56.9,70.1,150.4,233.6,289.8
Washington Wizards,Los Angeles Lakers,2015-01-27,21400680,2014-15,5.2,0.4,46,7.7,6,31,15,191.6,18.6,108.2,-38.5,29.4,119,21.1,37.8,80.2,63.6,31.5,-21.9,2.89999999999999,87.7,-6.7,9.59999999999999,18.7,106.4,99.7,109.3,87.4,118.9,182.5,262.7,300.5,321.6
Boston Celtics,Minnesota Timberwolves,2015-01-28,21400686,2014-15,-10.1,0.213002114164905,44,9.4,-12,16,28,171.9,86.6,113.3,36.9,-14.4,128.4,80.3,17.6,78.9,62.5,34.2,33,-14.5,57.3,-26,11.5,31.9,89.2,63.2,74.7,107.7,141.9,204.4,283.3,300.9,381.2
Brooklyn Nets,Atlanta Hawks,2015-01-28,21400683,2014-15,-12,-0.413131313131313,45,-8.9,-11,18,27,-129.3,-69.5,-43.4,-96.4,-112.7,-155.9,3.60000000000002,-61.4,-130,-61.7,-5.80000000000003,-25.4,-145.5,-24.3,-70,-75.5,-103.1,-127.4,-197.4,-272.9,-298.3,-304.1,-365.8,-495.8,-557.2,-553.6
Charlotte Hornets,San Antonio Spurs,2015-01-28,21400689,2014-15,-9.6,-0.208212560386473,46,-9.7,-9,19,27,-153,-142.6,-29.4,-73.3,-13.4,-4.6,-82.8,-142.4,-81.4,-45,73.1,-44.9,10.1,29.8,2.5,7.6,-54.5,-24.7,-22.2,-14.6,-59.5,13.6,-31.4,-112.8,-255.2,-338
Dallas Mavericks,Houston Rockets,2015-01-28,21400685,2014-15,-4.1,-0.0367149758454106,47,-0.2,-5,30,17,-70.1,15.5,-25.9,49.8,-109.4,76.8,70.3,44.9,-8.60000000000001,33.5,0.899999999999999,51.7,-93.3,54.7,-6.8,-86.5,-35.7,19,12.2,-74.3,-22.6,-21.7,11.8,3.19999999999999,48.1,118.4
Denver Nuggets,New Orleans Pelicans,2015-01-28,21400687,2014-15,9.4,-0.133333333333333,46,-4.1,8,19,27,-104.3,-5.6,22.5,-29,-44.4,-153.1,-63.4,68.8,-6,-22.6,17.7,-2.19999999999999,5.7,-75.1,0.400000000000006,5.29999999999999,-37,-112.1,-111.7,-106.4,-108.6,-90.9,-113.5,-119.5,-50.7,-114.1
Detroit Pistons,Philadelphia 76ers,2015-01-28,21400682,2014-15,-21.8,0.191787439613527,47,7.9,-20,17,30,-34.5,69.5,85.7,129,107.2,103.2,82.4,13.5,-30.5,34.9,106.5,110.7,51.7,33,22.9,28.8,34.5,67.5,90.4,119.2,229.9,336.4,371.3,340.8,354.3,436.7
Los Angeles Clippers,Utah Jazz,2015-01-28,21400690,2014-15,7.4,0.333333333333333,46,6.8,5,32,14,203.1,109.1,-114.2,17.1,47.5,74.1,57.4,81.3,157.5,49.4,-31.7,32.3,29.2,91.1,0.4,28.8,-0.199999999999999,90.9,91.3,120.1,152.4,120.7,170.1,327.6,408.9,466.3
Oklahoma City Thunder,New York Knicks,2015-01-28,21400688,2014-15,-8.2,0.333333333333333,46,12.2,-8,23,23,149.1,200.5,139.1,163.4,265.8,69.2,40.8,-41,102.3,104.5,53.8,84.5,108.3,2,89.2,19.1,-1.1,0.9,90.1,109.2,193.7,247.5,352,454.3,413.3,454.1
Portland Trail Blazers,Cleveland Cavaliers,2015-01-28,21400681,2014-15,-4.6,0.145893719806763,46,-0.5,-5,32,14,-11.5,-41.3,31.8,79.7,-7.29999999999999,-141.4,37.8,-9.09999999999999,-29,30.6,45.3,90.7,48.1,-75,-33.7,81.8,-14.3,-89.3,-123,-41.2,49.5,94.8,125.4,96.4,87.3,125.1
Sacramento Kings,Toronto Raptors,2015-01-28,21400684,2014-15,-19,-0.294573643410853,44,-6.8,-17,16,28,-63.5,-51.3,-79.5,34.6,-42.9,-139.6,-61.3,-57.4,-29.5,-37.8,-71.9,1.10000000000001,5.1,-30.5,41.3,-36.2,-45.1,-75.6,-34.3,-70.5,-69.4,-141.3,-179.1,-208.6,-266,-327.3
Washington Wizards,Phoenix Suns,2015-01-28,21400691,2014-15,-7.2,0.108695652173913,47,1.7,-8,31,16,123.8,-36.9,33.6,-24,-52,66.8,29.3,-52.4,47.1,58.4,-57.3,-21.1,-26.6,-7.5,-5.7,-20.9,28.7,21.2,15.5,-5.4,-26.5,-83.8,-25.4,21.7,-30.7,-1.40000000000001
Chicago Bulls,Los Angeles Lakers,2015-01-29,21400695,2014-15,-4.5,0.377428307123034,48,10.1,-5,30,18,178.9,115.4,39.7,21,50,161.3,46.2,50.4,60.2,50.1,58.5,2.3,19.3,62.4,26.3,-7,6.2,68.6,94.9,87.9,90.2,148.7,198.8,259,309.4,355.6
Denver Nuggets,Memphis Grizzlies,2015-01-29,21400693,2014-15,-31.3,-0.320289855072464,47,-6.8,-30,19,28,-87.4,-102,36.2,45.3,-123.3,-131.6,-4.39999999999999,-14.7,-78.4,-26.5,-16,41.2,-70.1,-23.2,-65,-5.1,-26.6,-49.8,-114.8,-119.9,-78.7,-94.7,-121.2,-199.6,-214.3,-218.7
Milwaukee Bucks,Orlando Magic,2015-01-29,21400692,2014-15,14.4,0.198611111111111,46,6.5,15,24,22,11.6,52.3,76,67.7,50.6,117.7,-2.59999999999999,37,25.9,38.6,22.8,67.4,61.7,49.6,12.6,49.1,16,65.6,78.2,127.3,194.7,217.5,256.1,282,319,316.4
New York Knicks,Indiana Pacers,2015-01-29,21400694,2014-15,-23.1,-0.14477335800185,47,-10.3,-21,9,38,-84.6000000000001,-96.8,-91.2,-285.6,-174.5,29.5,-14.5,-11.1,0.499999999999986,-18.8,-89.6,-83.7,-83.9,52.5,-36.3,-47.6,10.9,63.4,27.1,-20.5,-104.2,-193.8,-212.6,-212.1,-223.2,-237.7
Chicago Bulls,Phoenix Suns,2015-01-30,21400704,2014-15,-7.1,0.050531914893617,49,4.1,-6,30,19,112.6,113.2,-17.7,-49.6,-12.1,113.4,-11,-16.3,36.2,54.8,-29.7,-48.2,-25.5,2.4,-44.1,18.6,11.8,14.2,-29.9,-11.3,-59.5,-89.2,-34.4,1.8,-14.5,-25.5
Dallas Mavericks,Miami Heat,2015-01-30,21400702,2014-15,24.5,0.193853427895981,48,6.2,21,31,17,134.3,20,-3.8,78.5,-1.8,49.1,111.3,44.9,97.7,49.6,4.9,123.8,-3.6,28,22,-25.6,-30.3,-2.3,19.7,-5.9,117.9,122.8,172.4,270.1,315,426.3
Golden State Warriors,Utah Jazz,2015-01-30,21400703,2014-15,-7.9,0.48938321536906,44,9.8,-10,36,8,152.5,163.2,-30.3,71.5,85.2,135.3,40.9,107.9,113.3,45.3,-14.5,73.7,104.6,52.4,26.1,78.5,18.4,70.8,96.9,175.4,249.1,234.6,279.9,393.2,501.1,542
Houston Rockets,Boston Celtics,2015-01-30,21400698,2014-15,6.2,0.33201581027668,47,3.1,6,33,14,1.29999999999998,-34.6,42.7,92,52.9,7.9,-12.1,38.1,-4.5,-34.6,55.2,64.4,59.4,2.3,14.9,44.5,14.3,16.6,31.5,76,140.4,195.6,161,156.5,194.6,182.5
Los Angeles Clippers,New Orleans Pelicans,2015-01-30,21400701,2014-15,-4.2,0.173913043478261,47,6.1,-5,32,15,110.1,109.3,-51.3,85.7,90.8,38.6,-0.29999999999999,55,109.3,17.8,1.50000000000001,53.4,30.3,40.1,6.9,23.4,-8.6,31.5,38.4,61.8,115.2,116.7,134.5,243.8,298.8,298.5
Minnesota Timberwolves,Philadelphia 76ers,2015-01-30,21400696,2014-15,-9.6,-0.0178743961352657,46,-0.0999999999999996,-9,8,38,-102.8,-32.4,-19.2,16.6,81,-6.9,49.8,-13.6,-56.7,4.79999999999998,41.1,3.59999999999998,35.6,-20.7,36.4,-0.799999999999997,10.2,-10.5,25.9,25.1,28.7,69.8,74.6,17.9,4.30000000000001,54.1
Portland Trail Blazers,Atlanta Hawks,2015-01-30,21400697,2014-15,-6.1,-0.130434782608696,47,-1.6,-6,32,15,-36.4,-30.2,39.2,14.3,-106.7,-52.9,72.9,-8.80000000000001,-43.2,-37.4,57.8,7.70000000000001,-106,-42,-53.3,-52.7,-23.1,-65.1,-118.4,-171.1,-163.4,-105.6,-143,-186.2,-195,-122.1
Sacramento Kings,Cleveland Cavaliers,2015-01-30,21400700,2014-15,-11,-0.210831721470019,45,-8.5,-11,16,29,-133.6,-74.8999999999999,-87.1000000000001,-46.7,-99.5,-237.1,12.5,-49,-75.1,-32.9,12.5,10.1,6.29999999999999,-78.4,-37.2,43.5,-55.4,-133.8,-171,-127.5,-117.4,-104.9,-137.8,-212.9,-261.9,-249.4
Toronto Raptors,Brooklyn Nets,2015-01-30,21400699,2014-15,5.9,0.273913043478261,47,6.1,5,32,15,113.8,-2.1,66.3,-39.4,-18.5,151.4,85.6,92.4,75.8,23.8,38.2,-31.7,11.9,55.9,-5,16.9,84.9,140.8,135.8,152.7,121,159.2,183,258.8,351.2,436.8
Charlotte Hornets,Denver Nuggets,2015-01-31,21400713,2014-15,18.7,0.00878815911193342,47,-0.1,18,20,27,29.8,-9.1,-20.1,-56,206.5,4.6,-112,-69.8,-9.09999999999999,-17.9,74.1,-72.1,104.8,-4.3,54.5,50.3,18.8,14.5,69,119.3,47.2,121.3,103.4,94.3,24.5,-87.5
Cleveland Cavaliers,Minnesota Timberwolves,2015-01-31,21400711,2014-15,16.5,0.409420289855073,49,13.9,16,29,20,169.3,146.7,127,32.8,143,168.6,81.5,130.5,67,60.5,13.4,-18.8,87.2,92.6,82.6,4.60000000000001,15.1,107.7,190.3,194.9,176.1,189.5,250,317,447.5,529
Dallas Mavericks,Orlando Magic,2015-01-31,21400706,2014-15,16.3,0.339710884353742,49,9.1,15,32,17,-2.10000000000002,100.4,88.6,64.9,78.7,74.4,134.2,67.8,21.7,83,24.5,71.8,70,-7.7,70.7,-0.699999999999996,43.2,35.5,106.2,105.5,177.3,201.8,284.8,306.5,374.3,508.5
Houston Rockets,Detroit Pistons,2015-01-31,21400709,2014-15,-13.7,0.340425531914894,48,4.5,-13,33,15,78.5,29.5,-40.8,92.2,46.4,9.8,4.99999999999999,71.8,49.8,49.1,-73.5,44.7,13.4,10.7,-18.5,31.9,40.5,51.2,32.7,64.6,109.3,35.8,84.9,134.7,206.5,211.5
Los Angeles Clippers,San Antonio Spurs,2015-01-31,21400714,2014-15,21.7,0.0425531914893617,48,0.600000000000001,20,33,15,-26.1,47.9,-35.9,23,16.7,-21.8,-45,37.9,12.6,43.2,2.69999999999999,86.9,-51,66.9,-22.2,-28.8,-12.7,54.2,32,3.2,90.1,92.8,136,148.6,186.5,141.5
Oklahoma City Thunder,Memphis Grizzlies,2015-01-31,21400710,2014-15,-13.1,-0.239130434782609,47,-1.4,-11,23,24,34.2,39.4,37.7,-12.2,117.7,-77.9,-36.2,-70.1,20.7,45.7,39.6,-17.2,5,-51.1,36,-31,-52.4,-103.5,-67.5,-98.5,-115.7,-76.1,-30.4,-9.69999999999999,-79.8,-116
Philadelphia 76ers,Atlanta Hawks,2015-01-31,21400708,2014-15,-6.7,-0.617021276595745,48,-14.9,-6,10,38,-206.2,-66.4,-126.4,-173.5,-188,-98.2,-96.8,-83.8,-110,-80.5,-118.3,-93.1,-138.8,-97.4,-61.5,-77.3,13.3,-84.1,-145.6,-222.9,-316,-434.3,-514.8,-624.8,-708.6,-805.4
Phoenix Suns,Golden State Warriors,2015-01-31,21400715,2014-15,-18,-0.234848484848485,49,-11,-19,28,21,-146.9,-136,-32.8,-176.5,-68.5,-108.1,-7.40000000000002,-70.5,-37.4,-43.5,25.2,-82.2,-67.1,-55.6,-37.9,-29.2,24,-31.6,-69.5,-98.7,-180.9,-155.7,-199.2,-236.6,-307.1,-314.5
Portland Trail Blazers,Milwaukee Bucks,2015-01-31,21400712,2014-15,-8.1,0.159111933395005,48,3.7,-7,32,16,66.6,122.6,61.4,64.3,-46.1,-26.9,57.6,46.4,-7.5,71.3,43.9,-3.6,-49.8,-9.1,-13.6,-36.2,-32.8,-41.9,-55.5,-91.7,-95.3,-51.4,19.9,12.4,58.8,116.4
Sacramento Kings,Indiana Pacers,2015-01-31,21400705,2014-15,7.1,0.00138888888888888,46,-3.9,5,17,29,-88.9,26.2,-48.2,-120.6,-31,-158.1,13.3,22.9,7.19999999999999,-20.4,-55.7,-18.6,22.6,-15.8,2.5,20.1,-37.7,-53.5,-51,-30.9,-49.5,-105.2,-125.6,-118.4,-95.5,-82.2
Toronto Raptors,Washington Wizards,2015-01-31,21400707,2014-15,2.7,0.0212765957446809,48,2.5,4,33,15,-47.7,115.7,-42.6,-19.8,5.40000000000001,18.9,27.9,6.29999999999999,-24.1,57.9,32,-20.4,-49,37.1,-49.5,0.5,26.9,64,14.5,15,-5.4,26.6,84.5,60.4,66.7,94.6
Los Angeles Lakers,New York Knicks,2015-02-01,21400717,2014-15,-14.7,0.0851063829787234,48,3,-12,13,35,-66.9,97.9,56.2,174.9,78.1,-39.2,-25.8,4.10000000000002,-15.7,25.5,26.6,84.6,27.6,-50,-13,40.6,14.2,-35.8,-48.8,-8.2,76.4,103,128.5,112.8,116.9,91.1
Miami Heat,Boston Celtics,2015-02-01,21400716,2014-15,9.6,0.0792270531400966,47,-3.3,8,21,26,-171.4,-87.7,-2.6,8.6,34.5,-76.4,3.2,35.6,-96.4,-87.5,33.2,-47.5,39.1,2.4,12.7,26.4,-15.9,-13.5,-0.800000000000001,25.6,-21.9,11.3,-76.2,-172.6,-137,-133.8
Atlanta Hawks,New Orleans Pelicans,2015-02-02,21400722,2014-15,-15.1,0.301418439716312,49,5.1,-15,40,9,143.7,58.7,-22,83.5,68.9,101.7,-72.9,129.3,42.8,67.3,6.50000000000001,52.8,68.2,-4.10000000000001,16.2,52,18,13.9,30.1,82.1,134.9,141.4,208.7,251.5,380.8,307.9
Charlotte Hornets,Washington Wizards,2015-02-02,21400719,2014-15,3.3,-0.220301418439716,48,-4,4,21,27,-90.3,32,-31.7,-32.8,140.4,-91.4,-77.5,-87.3,-45,-19.9,27.4,-11.8,38.5,-28.8,2.3,36.2,19,-9.8,-7.5,28.7,16.9,44.3,24.4,-20.6,-107.9,-185.4
Los Angeles Clippers,Brooklyn Nets,2015-02-02,21400720,2014-15,-4.1,0.296195652173913,49,9.9,-2,33,16,127.4,88.4,18.9,160.5,80.1,154.2,78.8,112.5,71.3,9.79999999999997,14.3,84.7,80.2,110.5,37.5,42.7,35.4,145.9,183.4,226.1,310.8,325.1,334.9,406.2,518.7,597.5
Memphis Grizzlies,Phoenix Suns,2015-02-02,21400725,2014-15,2.2,0.173252279635258,48,4.6,1,36,12,116.1,37.4,-49.5,-9.39999999999999,-5.00000000000001,153.5,-5.3,69.7,22,-6.40000000000001,-12.5,-48.4,-3.3,63.1,-23.1,19.8,55.3,118.4,95.3,115.1,66.7,54.2,47.8,69.8,139.5,134.2
Milwaukee Bucks,Toronto Raptors,2015-02-02,21400721,2014-15,7.8,-0.155585106382979,48,-2.5,7,26,22,-83.3,-111.2,14.4,23.7,90.1,-12.5,-69.4,-16.2,-30.7,-73.7,34.7,38.8,39.8,-22,-5.90000000000001,45.7,13.9,-8.09999999999999,-14,31.7,70.5,105.2,31.5,0.799999999999997,-15.4,-84.8
